time,vehicle,lane,pos,speed,leader,lagger,left_leader,left_lagger,right_leader,right_lagger,following_light
960,35,0,1510,40,33,39,null,null,34,37,null
960,37,1,1456,40,34,38,35,39,null,null,null
960,39,0,1412,40,35,36,null,null,37,38,null
960,38,1,1299,40,37,40,39,36,null,null,null
960,36,0,1284,40,39,null,null,null,38,40,null
960,40,1,1226,37,38,null,36,null,null,null,null
961,30,0,1753,40,null,33,null,null,null,31,5
961,31,1,1726,40,null,32,30,33,null,null,5
961,33,0,1632,40,30,35,null,null,31,32,null
961,32,1,1623,40,31,34,33,35,null,null,null
961,34,1,1562,40,32,37,33,35,null,null,null
961,35,0,1550,40,33,39,null,null,34,37,null
961,37,1,1496,40,34,38,35,39,null,null,null
961,39,0,1452,40,35,36,null,null,37,38,null
961,38,1,1336,37,37,40,39,36,null,null,null
961,36,0,1324,40,39,null,null,null,38,40,null
961,40,1,1260,34,38,null,36,null,null,null,null
962,30,0,1793,40,null,33,null,null,null,31,5
962,31,1,1766,40,null,32,30,33,null,null,5
962,33,0,1672,40,30,35,null,null,31,32,null
962,32,1,1663,40,31,34,33,35,null,null,null
962,34,1,1602,40,32,37,33,35,null,null,null
962,35,0,1590,40,33,39,null,null,34,37,null
962,37,1,1536,40,34,38,35,39,null,null,null
962,39,0,1492,40,35,36,null,null,37,38,null
962,38,1,1370,34,37,40,39,36,null,null,null
962,36,0,1364,40,39,null,null,null,38,40,null
962,40,1,1300,40,38,null,36,null,null,null,null
963,30,0,1833,40,null,33,null,null,null,31,5
963,31,1,1806,40,null,32,30,33,null,null,5
963,33,0,1712,40,30,35,null,null,31,32,null
963,32,1,1703,40,31,34,33,35,null,null,null
963,34,1,1642,40,32,37,33,35,null,null,null
963,35,0,1630,40,33,39,null,null,34,37,null
963,37,1,1576,40,34,38,35,39,null,null,null
963,39,0,1532,40,35,36,null,null,37,38,null
963,38,1,1410,40,37,40,39,36,null,null,null
963,36,0,1404,40,39,null,null,null,38,40,null
963,40,1,1340,40,38,null,36,null,null,null,null
964,30,0,1873,40,null,33,null,null,null,31,5
964,31,1,1846,40,null,32,30,33,null,null,5
964,33,0,1752,40,30,35,null,null,31,32,null
964,32,1,1743,40,31,34,33,35,null,null,null
964,34,1,1682,40,32,37,33,35,null,null,null
964,35,0,1670,40,33,39,null,null,34,37,null
964,37,1,1616,40,34,38,35,39,null,null,null
964,39,0,1572,40,35,36,null,null,37,38,null
964,38,1,1450,40,37,40,39,36,null,null,null
964,36,0,1441,37,39,null,null,null,38,40,null
964,40,1,1380,40,38,null,36,null,null,null,null
965,30,0,1913,40,null,33,null,null,null,31,5
965,31,1,1883,37,null,32,30,33,null,null,5
965,33,0,1792,40,30,35,null,null,31,32,null
965,32,1,1780,37,31,34,33,35,null,null,null
965,34,1,1719,37,32,37,33,35,null,null,null
965,35,0,1710,40,33,39,null,null,34,37,null
965,37,1,1653,37,34,38,35,39,null,null,null
965,39,0,1609,37,35,36,null,null,37,38,null
965,38,1,1490,40,37,40,39,36,null,null,null
965,36,0,1481,40,39,null,null,null,38,40,null
965,40,1,1420,40,38,null,36,null,null,null,null
966,30,0,1953,40,null,33,null,null,null,31,5
966,31,1,1917,34,null,32,30,33,null,null,5
966,33,0,1832,40,30,35,null,null,31,32,null
966,32,1,1820,40,31,34,33,35,null,null,null
966,34,1,1753,34,32,37,33,35,null,null,null
966,35,0,1750,40,33,39,null,null,34,37,null
966,37,1,1687,34,34,38,35,39,null,null,null
966,39,0,1649,40,35,36,null,null,37,38,null
966,38,1,1530,40,37,40,39,36,null,null,null
966,36,0,1521,40,39,null,null,null,38,40,null
966,40,1,1460,40,38,null,36,null,null,null,null
967,30,0,1990,37,null,33,null,null,null,31,5
967,31,1,1957,40,null,32,30,33,null,null,5
967,33,0,1872,40,30,35,null,null,31,32,null
967,32,1,1857,37,31,34,33,35,null,null,null
967,34,1,1793,40,32,37,33,35,null,null,null
967,35,0,1790,40,33,39,null,null,34,37,null
967,37,1,1727,40,34,38,35,39,null,null,null
967,39,0,1689,40,35,36,null,null,37,38,null
967,38,1,1570,40,37,40,39,36,null,null,null
967,36,0,1561,40,39,null,null,null,38,40,null
967,40,1,1500,40,38,null,36,null,null,null,null
968,30,0,2030,40,null,33,null,null,null,31,5
968,31,1,1997,40,null,32,30,33,null,null,5
968,33,0,1912,40,30,35,null,null,31,32,null
968,32,1,1891,34,31,34,33,35,null,null,null
968,34,1,1833,40,32,37,33,35,null,null,null
968,35,0,1830,40,33,39,null,null,34,37,null
968,37,1,1767,40,34,38,35,39,null,null,null
968,39,0,1729,40,35,36,null,null,37,38,null
968,38,1,1610,40,37,40,39,36,null,null,null
968,36,0,1601,40,39,null,null,null,38,40,null
968,40,1,1540,40,38,null,36,null,null,null,null
969,30,0,2040,10,null,33,null,null,null,31,5
969,31,1,2037,40,null,32,30,33,null,null,5
969,33,0,1952,40,30,35,null,null,31,32,null
969,32,1,1922,31,31,34,33,35,null,null,null
969,34,1,1870,37,32,37,33,35,null,null,null
969,35,0,1870,40,33,39,null,null,34,37,null
969,37,1,1807,40,34,38,35,39,null,null,null
969,39,0,1769,40,35,36,null,null,37,38,null
969,38,1,1650,40,37,40,39,36,null,null,null
969,36,0,1641,40,39,null,null,null,38,40,null
969,40,1,1580,40,38,null,36,null,null,null,null
970,30,0,2040,0,null,33,null,null,null,31,5
970,31,1,2040,3,null,32,30,33,null,null,5
970,33,0,1992,40,30,35,null,null,31,32,null
970,32,1,1959,37,31,34,33,35,null,null,null
970,35,0,1910,40,33,39,null,null,32,34,null
970,34,1,1907,37,32,37,35,39,null,null,null
970,37,1,1847,40,34,38,35,39,null,null,null
970,39,0,1809,40,35,36,null,null,37,38,null
970,38,1,1690,40,37,40,39,36,null,null,null
970,36,0,1681,40,39,null,null,null,38,40,null
970,40,1,1620,40,38,null,36,null,null,null,null
971,30,0,2040,0,null,33,null,null,null,31,5
971,31,1,2040,0,null,32,30,33,null,null,5
971,33,0,2025,33,30,35,null,null,31,32,null
971,32,1,1999,40,31,34,33,35,null,null,null
971,35,0,1950,40,33,39,null,null,32,34,null
971,34,1,1944,37,32,37,35,39,null,null,null
971,37,1,1887,40,34,38,35,39,null,null,null
971,39,0,1846,37,35,36,null,null,37,38,null
971,38,1,1730,40,37,40,39,36,null,null,null
971,36,0,1721,40,39,null,null,null,38,40,null
971,40,1,1657,37,38,null,36,null,null,null,null
972,30,0,2040,0,null,33,null,null,null,31,5
972,31,1,2040,0,null,32,30,33,null,null,5
972,33,0,2025,0,30,35,null,null,31,32,null
972,32,1,2025,26,31,34,33,35,null,null,null
972,35,0,1990,40,33,39,null,null,32,34,null
972,34,1,1978,34,32,37,35,39,null,null,null
972,37,1,1927,40,34,38,35,39,null,null,null
972,39,0,1886,40,35,36,null,null,37,38,null
972,38,1,1770,40,37,40,39,36,null,null,null
972,36,0,1761,40,39,null,null,null,38,40,null
972,40,1,1691,34,38,null,36,null,null,null,null
973,30,0,2040,0,null,33,null,null,null,31,5
973,31,1,2040,0,null,32,30,33,null,null,5
973,33,0,2025,0,30,35,null,null,31,32,null
973,32,1,2025,0,31,34,33,35,null,null,null
973,35,0,2010,20,33,39,null,null,32,34,null
973,34,1,2010,32,32,37,35,39,null,null,null
973,37,1,1963,36,34,38,35,39,null,null,null
973,39,0,1926,40,35,36,null,null,37,38,null
973,38,1,1810,40,37,40,39,36,null,null,null
973,36,0,1801,40,39,null,null,null,38,40,null
973,40,1,1731,40,38,null,36,null,null,null,null
974,30,0,2040,0,null,33,null,null,null,31,5
974,31,1,2040,0,null,32,30,33,null,null,5
974,33,0,2025,0,30,35,null,null,31,32,null
974,32,1,2025,0,31,34,33,35,null,null,null
974,35,0,2010,0,33,39,null,null,32,34,null
974,34,1,2010,0,32,37,35,39,null,null,null
974,37,1,1995,32,34,38,35,39,null,null,null
974,39,0,1963,37,35,36,null,null,37,38,null
974,38,1,1850,40,37,40,39,36,null,null,null
974,36,0,1838,37,39,null,null,null,38,40,null
974,40,1,1771,40,38,null,36,null,null,null,null
975,30,0,2040,0,null,33,null,null,null,31,5
975,31,1,2040,0,null,32,30,33,null,null,5
975,33,0,2025,0,30,35,null,null,31,32,null
975,32,1,2025,0,31,34,33,35,null,null,null
975,35,0,2010,0,33,39,null,null,32,34,null
975,34,1,2010,0,32,37,35,39,null,null,null
975,37,1,1995,0,34,38,35,39,null,null,null
975,39,0,1995,32,35,36,null,null,37,38,null
975,38,1,1887,37,37,40,39,36,null,null,null
975,36,0,1872,34,39,null,null,null,38,40,null
975,40,1,1811,40,38,null,36,null,null,null,null
976,30,0,2040,0,null,33,null,null,null,31,5
976,31,1,2040,0,null,32,30,33,null,null,5
976,33,0,2025,0,30,35,null,null,31,32,null
976,32,1,2025,0,31,34,33,35,null,null,null
976,35,0,2010,0,33,39,null,null,32,34,null
976,34,1,2010,0,32,37,35,39,null,null,null
976,37,1,1995,0,34,38,35,39,null,null,null
976,39,0,1995,0,35,36,null,null,37,38,null
976,38,1,1927,40,37,40,39,36,null,null,null
976,36,0,1912,40,39,null,null,null,38,40,null
976,40,1,1851,40,38,null,36,null,null,null,null
977,30,0,2040,0,null,33,null,null,null,31,5
977,31,1,2040,0,null,32,30,33,null,null,5
977,33,0,2025,0,30,35,null,null,31,32,null
977,32,1,2025,0,31,34,33,35,null,null,null
977,35,0,2010,0,33,39,null,null,32,34,null
977,34,1,2010,0,32,37,35,39,null,null,null
977,37,1,1995,0,34,38,35,39,null,null,null
977,39,0,1995,0,35,36,null,null,37,38,null
977,38,1,1967,40,37,40,39,36,null,null,null
977,36,0,1952,40,39,null,null,null,38,40,null
977,40,1,1891,40,38,null,36,null,null,null,null
978,30,0,2040,0,null,33,null,null,null,31,5
978,31,1,2040,0,null,32,30,33,null,null,5
978,33,0,2025,0,30,35,null,null,31,32,null
978,32,1,2025,0,31,34,33,35,null,null,null
978,35,0,2010,0,33,39,null,null,32,34,null
978,34,1,2010,0,32,37,35,39,null,null,null
978,37,1,1995,0,34,38,35,39,null,null,null
978,39,0,1995,0,35,36,null,null,37,38,null
978,38,1,1980,13,37,40,39,36,null,null,null
978,36,0,1980,28,39,null,null,null,38,40,null
978,40,1,1931,40,38,null,36,null,null,null,null
979,30,0,2040,0,null,33,null,null,null,31,5
979,31,1,2040,0,null,32,30,33,null,null,5
979,33,0,2025,0,30,35,null,null,31,32,null
979,32,1,2025,0,31,34,33,35,null,null,null
979,35,0,2010,0,33,39,null,null,32,34,null
979,34,1,2010,0,32,37,35,39,null,null,null
979,37,1,1995,0,34,38,35,39,null,null,null
979,39,0,1995,0,35,36,null,null,37,38,null
979,38,1,1980,0,37,40,39,36,null,null,null
979,36,0,1980,0,39,null,null,null,38,40,null
979,40,1,1965,34,38,null,36,null,null,null,null
980,30,0,2040,0,null,33,null,null,null,31,5
980,31,1,2040,0,null,32,30,33,null,null,5
980,33,0,2025,0,30,35,null,null,31,32,null
980,32,1,2025,0,31,34,33,35,null,null,null
980,35,0,2010,0,33,39,null,null,32,34,null
980,34,1,2010,0,32,37,35,39,null,null,null
980,37,1,1995,0,34,38,35,39,null,null,null
980,39,0,1995,0,35,36,null,null,37,38,null
980,38,1,1980,0,37,40,39,36,null,null,null
980,36,0,1980,0,39,null,null,null,38,40,null
980,40,1,1965,0,38,null,36,null,null,null,null
981,30,0,2040,0,null,33,null,null,null,31,5
981,31,1,2040,0,null,32,30,33,null,null,5
981,33,0,2025,0,30,35,null,null,31,32,null
981,32,1,2025,0,31,34,33,35,null,null,null
981,35,0,2010,0,33,39,null,null,32,34,null
981,34,1,2010,0,32,37,35,39,null,null,null
981,37,1,1995,0,34,38,35,39,null,null,null
981,39,0,1995,0,35,36,null,null,37,38,null
981,38,1,1980,0,37,40,39,36,null,null,null
981,36,0,1980,0,39,null,null,null,38,40,null
981,40,1,1965,0,38,null,36,null,null,null,null
982,30,0,2040,0,null,33,null,null,null,31,5
982,31,1,2040,0,null,32,30,33,null,null,5
982,33,0,2025,0,30,35,null,null,31,32,null
982,32,1,2025,0,31,34,33,35,null,null,null
982,35,0,2010,0,33,39,null,null,32,34,null
982,34,1,2010,0,32,37,35,39,null,null,null
982,37,1,1995,0,34,38,35,39,null,null,null
982,39,0,1995,0,35,36,null,null,37,38,null
982,38,1,1980,0,37,40,39,36,null,null,null
982,36,0,1980,0,39,null,null,null,38,40,null
982,40,1,1965,0,38,null,36,null,null,null,null
983,30,0,2040,0,null,33,null,null,null,31,5
983,31,1,2040,0,null,32,30,33,null,null,5
983,33,0,2025,0,30,35,null,null,31,32,null
983,32,1,2025,0,31,34,33,35,null,null,null
983,35,0,2010,0,33,39,null,null,32,34,null
983,34,1,2010,0,32,37,35,39,null,null,null
983,37,1,1995,0,34,38,35,39,null,null,null
983,39,0,1995,0,35,36,null,null,37,38,null
983,38,1,1980,0,37,40,39,36,null,null,null
983,36,0,1980,0,39,null,null,null,38,40,null
983,40,1,1965,0,38,null,36,null,null,null,null
984,30,0,2040,0,null,33,null,null,null,31,5
984,31,1,2040,0,null,32,30,33,null,null,5
984,33,0,2025,0,30,35,null,null,31,32,null
984,32,1,2025,0,31,34,33,35,null,null,null
984,35,0,2010,0,33,39,null,null,32,34,null
984,34,1,2010,0,32,37,35,39,null,null,null
984,37,1,1995,0,34,38,35,39,null,null,null
984,39,0,1995,0,35,36,null,null,37,38,null
984,38,1,1980,0,37,40,39,36,null,null,null
984,36,0,1980,0,39,null,null,null,38,40,null
984,40,1,1965,0,38,null,36,null,null,null,null
985,30,0,2040,0,null,33,null,null,null,31,5
985,31,1,2040,0,null,32,30,33,null,null,5
985,33,0,2025,0,30,35,null,null,31,32,null
985,32,1,2025,0,31,34,33,35,null,null,null
985,35,0,2010,0,33,39,null,null,32,34,null
985,34,1,2010,0,32,37,35,39,null,null,null
985,37,1,1995,0,34,38,35,39,null,null,null
985,39,0,1995,0,35,36,null,null,37,38,null
985,38,1,1980,0,37,40,39,36,null,null,null
985,36,0,1980,0,39,null,null,null,38,40,null
985,40,1,1965,0,38,null,36,null,null,null,null
986,30,0,2040,0,null,33,null,null,null,31,5
986,31,1,2040,0,null,32,30,33,null,null,5
986,33,0,2025,0,30,35,null,null,31,32,null
986,32,1,2025,0,31,34,33,35,null,null,null
986,35,0,2010,0,33,39,null,null,32,34,null
986,34,1,2010,0,32,37,35,39,null,null,null
986,37,1,1995,0,34,38,35,39,null,null,null
986,39,0,1995,0,35,36,null,null,37,38,null
986,38,1,1980,0,37,40,39,36,null,null,null
986,36,0,1980,0,39,null,null,null,38,40,null
986,40,1,1965,0,38,null,36,null,null,null,null
987,30,0,2040,0,null,33,null,null,null,31,5
987,31,1,2040,0,null,32,30,33,null,null,5
987,33,0,2025,0,30,35,null,null,31,32,null
987,32,1,2025,0,31,34,33,35,null,null,null
987,35,0,2010,0,33,39,null,null,32,34,null
987,34,1,2010,0,32,37,35,39,null,null,null
987,37,1,1995,0,34,38,35,39,null,null,null
987,39,0,1995,0,35,36,null,null,37,38,null
987,38,1,1980,0,37,40,39,36,null,null,null
987,36,0,1980,0,39,null,null,null,38,40,null
987,40,1,1965,0,38,null,36,null,null,null,null
988,30,0,2040,0,null,33,null,null,null,31,5
988,31,1,2040,0,null,32,30,33,null,null,5
988,33,0,2025,0,30,35,null,null,31,32,null
988,32,1,2025,0,31,34,33,35,null,null,null
988,35,0,2010,0,33,39,null,null,32,34,null
988,34,1,2010,0,32,37,35,39,null,null,null
988,37,1,1995,0,34,38,35,39,null,null,null
988,39,0,1995,0,35,36,null,null,37,38,null
988,38,1,1980,0,37,40,39,36,null,null,null
988,36,0,1980,0,39,null,null,null,38,40,null
988,40,1,1965,0,38,null,36,null,null,null,null
989,30,0,2040,0,null,33,null,null,null,31,5
989,31,1,2040,0,null,32,30,33,null,null,5
989,33,0,2025,0,30,35,null,null,31,32,null
989,32,1,2025,0,31,34,33,35,null,null,null
989,35,0,2010,0,33,39,null,null,32,34,null
989,34,1,2010,0,32,37,35,39,null,null,null
989,37,1,1995,0,34,38,35,39,null,null,null
989,39,0,1995,0,35,36,null,null,37,38,null
989,38,1,1980,0,37,40,39,36,null,null,null
989,36,0,1980,0,39,null,null,null,38,40,null
989,40,1,1965,0,38,null,36,null,null,null,null
990,30,0,2040,0,null,33,null,null,null,31,5
990,31,1,2040,0,null,32,30,33,null,null,5
990,33,0,2025,0,30,35,null,null,31,32,null
990,32,1,2025,0,31,34,33,35,null,null,null
990,35,0,2010,0,33,39,null,null,32,34,null
990,34,1,2010,0,32,37,35,39,null,null,null
990,37,1,1995,0,34,38,35,39,null,null,null
990,39,0,1995,0,35,36,null,null,37,38,null
990,38,1,1980,0,37,40,39,36,null,null,null
990,36,0,1980,0,39,null,null,null,38,40,null
990,40,1,1965,0,38,null,36,null,null,null,null
991,30,0,2040,0,null,33,null,null,null,31,5
991,31,1,2040,0,null,32,30,33,null,null,5
991,33,0,2025,0,30,35,null,null,31,32,null
991,32,1,2025,0,31,34,33,35,null,null,null
991,35,0,2010,0,33,39,null,null,32,34,null
991,34,1,2010,0,32,37,35,39,null,null,null
991,37,1,1995,0,34,38,35,39,null,null,null
991,39,0,1995,0,35,36,null,null,37,38,null
991,38,1,1980,0,37,40,39,36,null,null,null
991,36,0,1980,0,39,null,null,null,38,40,null
991,40,1,1965,0,38,null,36,null,null,null,null
992,30,0,2040,0,null,33,null,null,null,31,5
992,31,1,2040,0,null,32,30,33,null,null,5
992,33,0,2025,0,30,35,null,null,31,32,null
992,32,1,2025,0,31,34,33,35,null,null,null
992,35,0,2010,0,33,39,null,null,32,34,null
992,34,1,2010,0,32,37,35,39,null,null,null
992,37,1,1995,0,34,38,35,39,null,null,null
992,39,0,1995,0,35,36,null,null,37,38,null
992,38,1,1980,0,37,40,39,36,null,null,null
992,36,0,1980,0,39,null,null,null,38,40,null
992,40,1,1965,0,38,null,36,null,null,null,null
993,30,0,2040,0,null,33,null,null,null,31,5
993,31,1,2040,0,null,32,30,33,null,null,5
993,33,0,2025,0,30,35,null,null,31,32,null
993,32,1,2025,0,31,34,33,35,null,null,null
993,35,0,2010,0,33,39,null,null,32,34,null
993,34,1,2010,0,32,37,35,39,null,null,null
993,37,1,1995,0,34,38,35,39,null,null,null
993,39,0,1995,0,35,36,null,null,37,38,null
993,38,1,1980,0,37,40,39,36,null,null,null
993,36,0,1980,0,39,null,null,null,38,40,null
993,40,1,1965,0,38,null,36,null,null,null,null
994,30,0,2040,0,null,33,null,null,null,31,5
994,31,1,2040,0,null,32,30,33,null,null,5
994,33,0,2025,0,30,35,null,null,31,32,null
994,32,1,2025,0,31,34,33,35,null,null,null
994,35,0,2010,0,33,39,null,null,32,34,null
994,34,1,2010,0,32,37,35,39,null,null,null
994,37,1,1995,0,34,38,35,39,null,null,null
994,39,0,1995,0,35,36,null,null,37,38,null
994,38,1,1980,0,37,40,39,36,null,null,null
994,36,0,1980,0,39,null,null,null,38,40,null
994,40,1,1965,0,38,null,36,null,null,null,null
995,30,0,2040,0,null,33,null,null,null,31,5
995,31,1,2040,0,null,32,30,33,null,null,5
995,33,0,2025,0,30,35,null,null,31,32,null
995,32,1,2025,0,31,34,33,35,null,null,null
995,35,0,2010,0,33,39,null,null,32,34,null
995,34,1,2010,0,32,37,35,39,null,null,null
995,37,1,1995,0,34,38,35,39,null,null,null
995,39,0,1995,0,35,36,null,null,37,38,null
995,38,1,1980,0,37,40,39,36,null,null,null
995,36,0,1980,0,39,null,null,null,38,40,null
995,40,1,1965,0,38,null,36,null,null,null,null
996,30,0,2040,0,null,33,null,null,null,31,5
996,31,1,2040,0,null,32,30,33,null,null,5
996,33,0,2025,0,30,35,null,null,31,32,null
996,32,1,2025,0,31,34,33,35,null,null,null
996,35,0,2010,0,33,39,null,null,32,34,null
996,34,1,2010,0,32,37,35,39,null,null,null
996,37,1,1995,0,34,38,35,39,null,null,null
996,39,0,1995,0,35,36,null,null,37,38,null
996,38,1,1980,0,37,40,39,36,null,null,null
996,36,0,1980,0,39,null,null,null,38,40,null
996,40,1,1965,0,38,null,36,null,null,null,null
997,30,0,2040,0,null,33,null,null,null,31,5
997,31,1,2040,0,null,32,30,33,null,null,5
997,33,0,2025,0,30,35,null,null,31,32,null
997,32,1,2025,0,31,34,33,35,null,null,null
997,35,0,2010,0,33,39,null,null,32,34,null
997,34,1,2010,0,32,37,35,39,null,null,null
997,37,1,1995,0,34,38,35,39,null,null,null
997,39,0,1995,0,35,36,null,null,37,38,null
997,38,1,1980,0,37,40,39,36,null,null,null
997,36,0,1980,0,39,null,null,null,38,40,null
997,40,1,1965,0,38,null,36,null,null,null,null
998,30,0,2040,0,null,33,null,null,null,31,5
998,31,1,2040,0,null,32,30,33,null,null,5
998,33,0,2025,0,30,35,null,null,31,32,null
998,32,1,2025,0,31,34,33,35,null,null,null
998,35,0,2010,0,33,39,null,null,32,34,null
998,34,1,2010,0,32,37,35,39,null,null,null
998,37,1,1995,0,34,38,35,39,null,null,null
998,39,0,1995,0,35,36,null,null,37,38,null
998,38,1,1980,0,37,40,39,36,null,null,null
998,36,0,1980,0,39,null,null,null,38,40,null
998,40,1,1965,0,38,null,36,null,null,null,null
999,30,0,2040,0,null,33,null,null,null,31,5
999,31,1,2040,0,null,32,30,33,null,null,5
999,33,0,2025,0,30,35,null,null,31,32,null
999,32,1,2025,0,31,34,33,35,null,null,null
999,35,0,2010,0,33,39,null,null,32,34,null
999,34,1,2010,0,32,37,35,39,null,null,null
999,37,1,1995,0,34,38,35,39,null,null,null
999,39,0,1995,0,35,36,null,null,37,38,null
999,38,1,1980,0,37,40,39,36,null,null,null
999,36,0,1980,0,39,null,null,null,38,40,null
999,40,1,1965,0,38,null,36,null,null,null,null
1000,30,0,2040,0,null,33,null,null,null,31,5
1000,31,1,2040,0,null,32,30,33,null,null,5
1000,33,0,2025,0,30,35,null,null,31,32,null
1000,32,1,2025,0,31,34,33,35,null,null,null
1000,35,0,2010,0,33,39,null,null,32,34,null
1000,34,1,2010,0,32,37,35,39,null,null,null
1000,37,1,1995,0,34,38,35,39,null,null,null
1000,39,0,1995,0,35,36,null,null,37,38,null
1000,38,1,1980,0,37,40,39,36,null,null,null
1000,36,0,1980,0,39,null,null,null,38,40,null
1000,40,1,1965,0,38,null,36,null,null,null,null
1001,30,0,2040,0,null,33,null,null,null,31,5
1001,31,1,2040,0,null,32,30,33,null,null,5
1001,33,0,2025,0,30,35,null,null,31,32,null
1001,32,1,2025,0,31,34,33,35,null,null,null
1001,35,0,2010,0,33,39,null,null,32,34,null
1001,34,1,2010,0,32,37,35,39,null,null,null
1001,37,1,1995,0,34,38,35,39,null,null,null
1001,39,0,1995,0,35,36,null,null,37,38,null
1001,38,1,1980,0,37,40,39,36,null,null,null
1001,36,0,1980,0,39,null,null,null,38,40,null
1001,40,1,1965,0,38,null,36,null,null,null,null
1002,30,0,2040,0,null,33,null,null,null,31,5
1002,31,1,2040,0,null,32,30,33,null,null,5
1002,33,0,2025,0,30,35,null,null,31,32,null
1002,32,1,2025,0,31,34,33,35,null,null,null
1002,35,0,2010,0,33,39,null,null,32,34,null
1002,34,1,2010,0,32,37,35,39,null,null,null
1002,37,1,1995,0,34,38,35,39,null,null,null
1002,39,0,1995,0,35,36,null,null,37,38,null
